결과,시도,시군구,보건기관명,상위기관명,기관유형,대표 전화번호,주소,홈페이지 주소,X좌표,Y좌표,집계구코드,읍면동
O,전라남도,영광군,염산보건지소,영광군보건소,일반보건지소,061-350-5676,전라남도 영광군 염산면 천년로1길 1-3 염산보건지소,,897359.999558943,1691935.27552853,36640360010005,전라남도_영광군_염산면
O,전라남도,영광군,군서보건지소,영광군보건소,일반보건지소,061-350-5675,전라남도 영광군 군서면 군서로 60 군서보건지소,,906893.608422005,1696220.08070743,36640340010001,전라남도_영광군_군서면
O,전라남도,영광군,군남면보건지소,영광군보건소,일반보건지소,061-350-4752,전라남도 영광군 군남면 포천길 32 군남보건지소,,904417.94001766,1694295.6898927,36640350010005,전라남도_영광군_군남면
O,전라남도,장성군,서삼보건지소,장성군보건소,일반보건지소,061-390--7905,전라남도 장성군 서삼면 축령로 366 (서삼보건지소) -,,933397.079102503,1704455.81885161,36650370010001,전라남도_장성군_서삼면
O,전라남도,장성군,동화보건지소,장성군보건소,일반보건지소,061-390-6925,전라남도 장성군 동화면 수연로 7 (동화보건지소) -,,930894.361328825,1698918.40027944,36650330020002,전라남도_장성군_동화면
O,전라남도,장성군,북이보건지소,장성군보건소,일반보건지소,061-390-7965,전라남도 장성군 북이면 백양로 23 북이보건지소,,937287.50756746,1714997.17152057,36650390010002,전라남도_장성군_북이면
O,전라남도,장성군,북일보건지소,장성군보건소,일반보건지소,061-390-7935,전라남도 장성군 북일면 신흥로 390 (북일보건지소) -,,937085.066454138,1708888.60059458,36650380010001,전라남도_장성군_북일면
O,전라남도,장성군,북하보건지소,장성군보건소,일반보건지소,061-390-7985,전라남도 장성군 북하면 백양로 894 (북하보건지소) -,,943870.441966115,1712581.33094056,36650400020002,전라남도_장성군_북하면
O,전라남도,장성군,삼서보건지소,장성군보건소,일반보건지소,061-390-6955,전라남도 장성군 삼서면 해삼로 1115 (삼서보건지소) -,,922322.389813232,1693131.69621539,36650340020002,전라남도_장성군_삼서면
O,전라남도,장성군,남면보건지소,장성군보건소,일반보건지소,061-390-6895,전라남도 장성군 남면 못재로 101 (남면보건지소) -,,937439.160599631,1694789.49343373,36650320010001,전라남도_장성군_남면
O,전라남도,장성군,진원보건지소,장성군보건소,일반보건지소,061-390-6865,전라남도 장성군 진원면 덕주1길 11 (진원보건지소) -,,939211.431145813,1697851.30922356,36650310010001,전라남도_장성군_진원면
O,전라남도,장성군,삼계보건지소,장성군보건소,일반보건지소,061-390-8325,전라남도 장성군 삼계면 영장로 1585 (삼계면행정복지센터(삼계보건지소)) 삼계보건지소,,923756.006672922,1696140.69407837,36650350010003,전라남도_장성군_삼계면
O,전라남도,장성군,장북보건지소,장성군보건소,일반보건지소,061-390-7155,전라남도 장성군 장성읍 미락단지길 22 (장북보건지소) -,,938058.213698604,1705680.29502734,36650110030001,전라남도_장성군_장성읍
O,전라남도,완도군,군외보건지소,완도군보건의료원,일반보건지소,061-550-6811,전라남도 완도군 군외면 원동1길 58 (군외보건지소) 군외보건지소,,921784.131948519,1599873.69939989,36660310030009,전라남도_완도군_군외면
O,전라남도,완도군,금당보건지소,완도군보건의료원,일반보건지소,061-550-6870,전라남도 완도군 금당면 금당로 50 (금당보건지소) 금당보건지소,,960570.048567749,1604080.29229584,36660370010003,전라남도_완도군_금당면
O,전라남도,완도군,금일보건지소,완도군보건의료원,일반보건지소,061-550-6791,전라남도 완도군 금일읍 금일로 365-1 (금일읍보건소) 금일읍보건지소,,956507.248227648,1595222.72503567,36660120010017,전라남도_완도군_금일읍
O,전라남도,완도군,노화보건지소,완도군보건의료원,일반보건지소,061-550-6800,"전라남도 완도군 노화읍 노화로 813, 노화보건지소 (노화읍사무소) 노화보건지소",,914826.21141149,1576409.7002608,36660130010002,전라남도_완도군_노화읍
O,전라남도,완도군,보길보건지소,완도군보건의료원,일반보건지소,061-550-6881,전라남도 완도군 보길면 청별길 26-2 (보길면 복지회관) 보길보건지소,,914101.763113544,1575499.13586203,36660380010017,전라남도_완도군_보길면
O,전라남도,완도군,생일보건지소,완도군보건의료원,일반보건지소,061-550-6891,"전라남도 완도군 생일면 생일로 590-32, 1 (생일보건지소) 생일보건지소",,953820.36145975,1593424.21175811,36660390010009,전라남도_완도군_생일면
O,전라남도,완도군,신지보건지소,완도군보건의료원,일반보건지소,061-550-6822,"전라남도 완도군 신지면 신지로 567-1, 주건축물제1동 (신지면보건지소) 신지보건지소",,938275.373513614,1593625.35631045,36660320010004,전라남도_완도군_신지면
O,전라남도,완도군,약산보건지소,완도군보건의료원,일반보건지소,061-550-6840,전라남도 완도군 약산면 구성길 3-3 (약산보건지소) 약산보건지소,,944950.103325255,1600264.94591226,36660340010005,전라남도_완도군_약산면
O,전라남도,완도군,고금보건지소,완도군보건의료원,일반보건지소,061-550-6831,전라남도 완도군 고금면 농상도남길 23 (보건소) 고금보건지소,,936089.106970388,1600409.70810156,36660330010003,전라남도_완도군_고금면
O,전라남도,완도군,소안보건지소,완도군보건의료원,일반보건지소,061-550-6861,전라남도 완도군 소안면 소안로 231-1 소안보건지소,,922017.557542129,1575290.8748843,36660360010008,전라남도_완도군_소안면
O,전라남도,완도군,청산보건지소,완도군보건의료원,일반보건지소,061-550-6851,전라남도 완도군 청산면 청산로 40 (청산보건지소) 청산보건지소,,940817.45414081,1576485.23305527,36660350010028,전라남도_완도군_청산면
O,전라남도,완도군,노화넙도보건지소,완도군보건의료원,일반보건지소,061-550-6895,전라남도 완도군 노화읍 넙도길 278 넙도보건지소,,908292.511755718,1577539.34044854,36660130020047,전라남도_완도군_노화읍
O,전라남도,진도군,군내보건지소,진도군보건소,일반보건지소,061-542-4138,전라남도 진도군 군내면 금골길 38 (군내보건지소)  ,,889433.486175278,1616527.55732709,36670310020005,전라남도_진도군_군내면
O,전라남도,진도군,의신보건지소,진도군보건소,일반보건지소,061-543-4114,전라남도 진도군 의신면 돈지1길 67-12 (의신보건소)  ,,888376.565269548,1605823.22287699,36670330010010,전라남도_진도군_의신면
O,전라남도,진도군,임회보건지소,진도군보건소,일반보건지소,061-543-3800,전라남도 진도군 임회면 십일시길 53-3 (임회보건지소)  ,,879940.391367632,1602494.35372062,36670340010006,전라남도_진도군_임회면
O,전라남도,진도군,조도보건지소,진도군보건소,일반보건지소,061-542-5153,전라남도 진도군 조도면 창유2길 12 (조도보건지소)  ,,866213.345875251,1590353.73532645,36670360020019,전라남도_진도군_조도면
O,전라남도,진도군,지산보건지소,진도군보건소,일반보건지소,061-542-0302,전라남도 진도군 지산면 인지인천2길 2 (보건소) 0,,877514.695179254,1604275.21444318,36670350010008,전라남도_진도군_지산면
O,전라남도,진도군,진도군고군보건지소,진도군보건소,일반보건지소,061-543-1071,전라남도 진도군 고군면 진도대로 303 (보건지소) 0,,893876.637362256,1611419.04376302,36670320010005,전라남도_진도군_고군면
O,전라남도,신안군,도초보건지소,신안군보건소,일반보건지소,061-240-4660,전라남도 신안군 도초면 서남문로 1515-16 (도초면보건지소) .,,858466.932772224,1635479.84767789,36680350010007,전라남도_신안군_도초면
O,전라남도,신안군,비금보건지소,신안군보건소,일반보건지소,061-240-4650,"전라남도 신안군 비금면 읍동길 15-10, 기술센터지소 (보건지소) 비금보건지소",,855953.229032584,1641209.11469781,36680340010031,전라남도_신안군_비금면
O,전라남도,신안군,신의보건지소,신안군보건소,일반보건지소,061-240-4690,"전라남도 신안군 신의면 신의로 663, 신의면보건지소 (신의면보건지소) .",,870559.363239491,1622088.00287271,36680380010012,전라남도_신안군_신의면
O,전라남도,신안군,안좌보건지소,신안군보건소,일반보건지소,061-240-4910,전라남도 신안군 안좌면 중부로 870 안좌보건지소,,874192.461737559,1641046.78606703,36680400010020,전라남도_신안군_안좌면
O,전라남도,신안군,암태보건지소,신안군보건소,일반보건지소,061-240-4930,전라남도 신안군 암태면 승봉로 38 암태보건지소,,872899.596594662,1648834.39937777,36680420010007,전라남도_신안군_암태면
O,전라남도,신안군,압해보건지소,신안군보건소,일반보건지소,061-240-4610,"전라남도 신안군 압해읍 압해로 882, 보건지소 (압해읍사무소) .",,891433.104823576,1652956.07709788,36680120020013,전라남도_신안군_압해읍
O,전라남도,신안군,임자보건지소,신안군보건소,일반보건지소,061-240-4630,전라남도 신안군 임자면 임자로 68 (복지회관 및 보건소) 임자면보건지소,,873753.642365192,1677350.23985816,36680320010047,전라남도_신안군_임자면
O,전라남도,신안군,자은보건지소,신안군보건소,일반보건지소,061-240-4640,"전라남도 신안군 자은면 구영1길 8, 보건소 (면사무소) 자은보건지소",,867257.681874185,1655377.77940051,36680330010002,전라남도_신안군_자은면
O,전라남도,신안군,장산보건지소,신안군보건소,일반보건지소,061-240-4670,전라남도 신안군 장산면 장산로 326 (장산면보건지소) .,,876045.626987891,1628178.09423049,36680390010010,전라남도_신안군_장산면
O,전라남도,신안군,증도보건지소,신안군보건소,일반보건지소,061-240-4620,전라남도 신안군 증도면 문준경길 193-1 증도보건지소,,875857.867753647,1668332.52988498,36680310010043,전라남도_신안군_증도면
O,전라남도,신안군,지도보건지소,신안군보건소,일반보건지소,061-240-4600,전라남도 신안군 지도읍 지도증도로 9-1 지도보건지소,,881940.989338801,1674331.23036702,36680110010006,전라남도_신안군_지도읍
O,전라남도,신안군,팔금보건지소,신안군보건소,일반보건지소,061-240-4920,전라남도 신안군 팔금면 삼층석탑길 147 팔금보건지소,,875794.322987749,1644202.63941306,36680410010005,전라남도_신안군_팔금면
O,전라남도,신안군,하의보건지소,신안군보건소,일반보건지소,061-240-4680,전라남도 신안군 하의면 하의로 250 하의보건지소,,865742.804599858,1624487.65206289,36680370010001,전라남도_신안군_하의면
O,전라남도,신안군,흑산보건지소,신안군보건소,일반보건지소,061-240-4670,전라남도 신안군 흑산면 흑산일주로 16 흑산보건지소,,811542.751803828,1634072.88459329,36680360030019,전라남도_신안군_흑산면
O,전라남도,신안군,가거도보건지소,신안군보건소,일반보건지소,061-240-3585,전라남도 신안군 흑산면 가거도길 36 가거도보건지소,,780936.318496729,1564688.16508343,36680360040019,전라남도_신안군_흑산면
O,전라남도,신안군,홍도보건지소,신안군보건소,일반보건지소,061-240-4940,전라남도 신안군 흑산면 홍도1길 65 홍도보건지소,,788724.034684767,1634639.69525352,36680360020022,전라남도_신안군_흑산면
O,경상북도,포항시 남구,구룡포보건지소,포항시남구보건소,일반보건지소,054-276-2997,경상북도 포항시 남구 구룡포읍 구룡포길 65 남구보건소,,1185098.7221786,1778996.27831229,37011110010025,경상북도_포항시 남구_구룡포읍
O,경상북도,포항시 남구,호미곶면보건지소,포항시남구보건소,일반보건지소,054-284-8832,경상북도 포항시 남구 호미곶면 해맞이로 200-1 (대보보건지소) 호미곶면보건지소,,1185478.87606594,1788882.74940487,37011350010003,경상북도_포항시 남구_호미곶면
O,경상북도,포항시 남구,대송면보건지소,포항시남구보건소,일반보건지소,054-285-9182,경상북도 포항시 남구 대송면 제내길 47 대송보건지소,,1167942.83188661,1777759.41262027,37011310010001,경상북도_포항시 남구_대송면
O,경상북도,포항시 남구,동해면보건지소,포항시남구보건소,일반보건지소,054-284-3310,경상북도 포항시 남구 동해면 일월로 62 (동해면보건지소) 동해면보건지소,,1174871.3949177,1778608.52978911,37011320020002,경상북도_포항시 남구_동해면
O,경상북도,포항시 남구,연일읍보건지소,포항시남구보건소,일반보건지소,054-270-6992,"경상북도 포항시 남구 연일읍 철강로 10 (연일읍사무소, 연일읍보건지소) 연일읍보건지소",,1166236.86532215,1778774.83165766,37011120030001,경상북도_포항시 남구_연일읍
O,경상북도,포항시 남구,오천읍보건지소,포항시남구보건소,일반보건지소,054-270-6993,"경상북도 포항시 남구 오천읍 세계길 5 (오천읍사무소, 오천보건지소) 오천읍보건지소",,1172624.1178753,1775748.08414719,37011130010005,경상북도_포항시 남구_오천읍
O,경상북도,포항시 남구,장기면보건지소,포항시남구보건소,일반보건지소,054-276-0116,경상북도 포항시 남구 장기면 읍내길 109 (장기면보건지소) 장기면보건지소,,1179811.78648859,1768513.70682827,37011330010005,경상북도_포항시 남구_장기면
O,경상북도,포항시 북구,기북면보건지소,포항시북구보건소,일반보건지소,054-270-4237,경상북도 포항시 북구 기북면 기북로472번길 1 (기북보건지소) 기북면보건지소,,1150152.4327313,1793909.60351726,37012360010002,경상북도_포항시 북구_기북면
O,경상북도,포항시 북구,기계면보건지소,포항시북구보건소,일반보건지소,054-270-4235,"경상북도 포항시 북구 기계면 근면길 14 (기계면사무소, 기계면보건지소) 기계면보건지소",,1154010.55578015,1787520.55990287,37012340010001,경상북도_포항시 북구_기계면
O,경상북도,포항시 북구,송라면보건지소,포항시북구보건소,일반보건지소,054-270-4234,경상북도 포항시 북구 송라면 보경로 58 (송라면보건지소) 송라면보건지소,,1166862.01146665,1805105.25295247,37012330020001,경상북도_포항시 북구_송라면
O,경상북도,포항시 북구,신광면보건지소,포항시북구보건소,일반보건지소,054-270-4232,"경상북도 포항시 북구 신광면 토성길37번길 13 (신광면사무소, 신광보건지소) 신광면보건지소",,1158638.73977865,1794008.32730984,37012310010002,경상북도_포항시 북구_신광면
O,경상북도,포항시 북구,죽장면보건지소,포항시북구보건소,일반보건지소,054-270-4236,"경상북도 포항시 북구 죽장면 새마을로 3610 (죽장면사무소, 죽장보건지소) 죽장면보건지소",,1143538.64585425,1797081.30435944,37012350010005,경상북도_포항시 북구_죽장면
O,경상북도,포항시 북구,청하면보건지소,포항시북구보건소,일반보건지소,054-270-4233,"경상북도 포항시 북구 청하면 청하로217번길 22 (청하면사무소, 청하보건소) 청하면보건지소",,1165216.17467572,1801837.80921777,37012320030004,경상북도_포항시 북구_청하면
O,경상북도,경주시,건천보건지소,경주시보건소,일반보건지소,054-760-7642,경상북도 경주시 건천읍 내서로 1106 건천보건지소,,1144657.54597288,1762673.47844638,37020130020005,경상북도_경주시_건천읍
O,경상북도,경주시,강동보건지소,경주시보건소,일반보건지소,054-760-7704,경상북도 경주시 강동면 강동로 66-7 (강동면보건지소) 강동보건지소,,1160159.96254859,1778647.66003654,37020370030001,경상북도_경주시_강동면
O,경상북도,경주시,안강보건지소,경주시보건소,일반보건지소,054-760-7630,경상북도 경주시 안강읍 비화원로 47 (안강읍사무소) 안강보건지소,,1155684.72035617,1778415.12862429,37020120020007,경상북도_경주시_안강읍
O,경상북도,경주시,내남보건지소,경주시보건소,일반보건지소,054-760-7674,경상북도 경주시 내남면 이조중앙길 31 (내남면사무소/새마을지도자협의회/복지회관) 내남보건지소,,1153708.44223794,1752005.19900904,37020330010001,경상북도_경주시_내남면
O,경상북도,경주시,산내보건지소,경주시보건소,일반보건지소,054-760-7685,경상북도 경주시 산내면 문복로 1822 (산내면행정복합타운) 산내면보건지소,,1139659.66473411,1752121.37645264,37020340010002,경상북도_경주시_산내면
O,경상북도,경주시,서면보건지소,경주시보건소,일반보건지소,054-760-7680,경상북도 경주시 서면 내서로 389 (서면보건지소) 서면보건지소,,1139602.87339305,1767662.86430078,37020350020001,경상북도_경주시_서면
O,경상북도,경주시,양남보건지소,경주시보건소,일반보건지소,054-760-7665,경상북도 경주시 양남면 양남로 347-3 (보건지소) 양남면보건지소,,1177493.24053309,1743953.54944547,37020320010007,경상북도_경주시_양남면
O,경상북도,경주시,문무대왕보건지소,경주시보건소,일반보건지소,054-760-7650,경상북도 경주시 문무대왕면 감은로 67 (양북면보건지소) 문무대왕보건지소,,1175492.08619087,1756528.1783418,37020390010002,경상북도_경주시_문무대왕면
O,경상북도,경주시,외동보건지소,경주시보건소,일반보건지소,054-760-7645,경상북도 경주시 외동읍 입실로3길 31 (외동읍보건지소) 외동읍보건지소,,1164951.35678455,1748134.26216847,37020140030002,경상북도_경주시_외동읍
O,경상북도,경주시,천북보건지소,경주시보건소,일반보건지소,054-760-7710,경상북도 경주시 천북면 천북로 383 (천북면사무소/천북면복지회관) 천북보건지소,,1159851.55569422,1767969.98272147,37020380020008,경상북도_경주시_천북면
O,경상북도,경주시,현곡보건지소,경주시보건소,일반보건지소,054-7607-7697,경상북도 경주시 현곡면 용담로 307 (경주시 주민건강지원센터) 현곡보건지소,,1152712.72356873,1765478.15143515,37020360010002,경상북도_경주시_현곡면
O,경상북도,경주시,감포보건지소,경주시보건소,일반보건지소,054-760-7722,경상북도 경주시 감포읍 감포로8길 14-8 (감포읍사무소) 감포보건지소,,1180851.88774288,1758623.83388445,37020110010010,경상북도_경주시_감포읍
O,경상북도,김천시,감천면보건지소,김천시보건소,일반보건지소,054-431-0531,경상북도 김천시 감천면 금감로 1551 감천면보건지소,,1056273.6185817,1785626.48875648,37030380010002,경상북도_김천시_감천면
O,경상북도,김천시,개령면보건지소,김천시보건소,일반보건지소,054-436-5465,경상북도 김천시 개령면 서부3길 107 (개령면보건지소) -,,1061752.54479577,1796895.83548106,37030330010002,경상북도_김천시_개령면
O,경상북도,김천시,구성면보건지소,김천시보건소,일반보건지소,054-435-1826,경상북도 김천시 구성면 남김천대로 2381-10 (구성면보건지소) -,,1049224.80621011,1781809.36761922,37030400010003,경상북도_김천시_구성면
O,경상북도,김천시,감문면보건지소,김천시보건소,일반보건지소,054-430-5661,"경상북도 김천시 감문면 감문로 1055, 감문면보건지소 (감문면행정복지센터) -",,1061221.3576043,1802111.10231988,37030340010004,경상북도_김천시_감문면
O,경상북도,김천시,어모면보건지소,김천시보건소,일반보건지소,054-430-3024,경상북도 김천시 어모면 어모문화3길 9-33 (어모면 보건지소) -,,1055509.17070009,1798275.9801043,37030350010002,경상북도_김천시_어모면
O,경상북도,김천시,남면보건지소,김천시보건소,일반보건지소,054-431-3585,경상북도 김천시 남면 옥산길 9 (남면보건소) -,,1061897.87226874,1790231.43544329,37030320010003,경상북도_김천시_남면
O,경상북도,김천시,농소면보건지소,김천시보건소,일반보건지소,054-433-9417,경상북도 김천시 농소면 농남로 40 농소면보건지소,,1060545.49767707,1790163.06067479,37030310030003,경상북도_김천시_농소면
O,경상북도,김천시,대덕면보건지소,김천시보건소,일반보건지소,054-435-1074,경상북도 김천시 대덕면 남김천대로 723 (대덕보건지소) -,,1042320.28830269,1769137.34293965,37030430010004,경상북도_김천시_대덕면
O,경상북도,김천시,대항면보건지소,김천시보건소,일반보건지소,054-436-6457,경상북도 김천시 대항면 황악로 1565-4 (대항면보건지소) -,,1047007.48084798,1792088.699534,37030370010004,경상북도_김천시_대항면
O,경상북도,김천시,부항면보건지소,김천시보건소,일반보건지소,054-437-2215,경상북도 김천시 부항면 부항로 798 (부항면보건소) -,,1041362.98836156,1777053.37507214,37030420010002,경상북도_김천시_부항면
O,경상북도,김천시,아포읍보건지소,김천시보건소,일반보건지소,054-439-4339,경상북도 김천시 아포읍 한지2길 24 (아포보건소) -,,1068397.67417524,1796015.58842738,37030110020001,경상북도_김천시_아포읍
O,경상북도,김천시,조마면보건지소,김천시보건소,일반보건지소,054-437-7228,경상북도 김천시 조마면 강곡1길 43-13 (조마면보건지소) -,,1053992.17407457,1782284.36892059,37030390020001,경상북도_김천시_조마면
O,경상북도,김천시,증산면보건지소,김천시보건소,일반보건지소,054-437-0034,"경상북도 김천시 증산면 증산로 945-7, 증산면보건지소 (증산면행정복지센터) -",,1048303.59654628,1767366.82908083,37030440010001,경상북도_김천시_증산면
O,경상북도,김천시,지례면보건지소,김천시보건소,일반보건지소,054-434-2008,경상북도 김천시 지례면 상부길 101-6 (지례면 보건지소) -,,1047483.61643358,1776553.64919364,37030410020001,경상북도_김천시_지례면
O,경상북도,김천시,중앙보건지소,김천시보건소,일반보건지소,054-435-9081,"경상북도 김천시 중앙공원길 21 (남산동, 중앙보건지소) -",,1055709.44080136,1791536.28688201,37030610020004,경상북도_김천시_평화남산동
O,경상북도,안동시,남선면보건지소,안동시보건소,일반보건지소,054-822-8614,"경상북도 안동시 남선면 충효로 3866, 남선면보건지소 (남선면행정복지센터) 남선면보건지소",,1113712.21894591,1837232.20049442,37040370020001,경상북도_안동시_남선면
O,경상북도,안동시,남후면보건지소,안동시보건소,일반보건지소,054-859-6714,"경상북도 안동시 남후면 남일로 1465-9, 남후면보건지소 (남후면행정복지센터) 남후면보건지소",,1106509.08990986,1836904.03224616,37040360040001,경상북도_안동시_남후면
O,경상북도,안동시,도산면보건지소,안동시보건소,일반보건지소,054-856-0110,경상북도 안동시 도산면 선성5길 13 (도산면보건지소) 도산면보건지소,,1117316.41023271,1856331.50446523,37040420010002,경상북도_안동시_도산면
O,경상북도,안동시,북후면보건지소,안동시보건소,일반보건지소,054-859-5546,경상북도 안동시 북후면 북평로 857 북후면보건지소,,1107350.52333498,1854615.30930302,37040320020001,경상북도_안동시_북후면
O,경상북도,안동시,서후면보건지소,안동시보건소,일반보건지소,054-852-2203,경상북도 안동시 서후면 서후중앙길 19 (서후면보건지소) 서후면보건지소,,1104040.47162169,1847167.15417963,37040330020002,경상북도_안동시_서후면
O,경상북도,안동시,안동시길안면보건지소,안동시보건소,일반보건지소,054-822-2025,경상북도 안동시 길안면 천지안길 71-10 (길안면보건지소) 길안면보건지소,,1125039.87401276,1829793.07994932,37040390030002,경상북도_안동시_길안면
O,경상북도,안동시,안동시녹전면보건지소,안동시보건소,일반보건지소,054-856-0571,경상북도 안동시 녹전면 녹전로 718-11 (녹전면보건지소) 녹전면보건지소,,1113785.52481248,1861297.77191788,37040430010002,경상북도_안동시_녹전면
O,경상북도,안동시,안동시풍산읍보건지소,안동시보건소,일반보건지소,054-858-6869,"경상북도 안동시 풍산읍 풍산중앙길 99, 풍산읍보건지소 (풍산읍행정복지센터) 풍산읍보건지소",,1095926.2905728,1843028.17983462,37040110070002,경상북도_안동시_풍산읍
O,경상북도,안동시,예안면보건지소,안동시보건소,일반보건지소,054-822-1133,경상북도 안동시 예안면 농암로 1481 (예안면보건지소) 예안면보건지소,,1123644.10736725,1852508.59222058,37040410010001,경상북도_안동시_예안면
O,경상북도,안동시,와룡면보건지소,안동시보건소,일반보건지소,054-855-5845,경상북도 안동시 와룡면 퇴계로 807 (와룡면보건지소) 와룡면보건지소,,1113201.43030777,1847141.59576464,37040310010007,경상북도_안동시_와룡면
O,경상북도,안동시,일직면보건지소,안동시보건소,일반보건지소,054-858-4507,경상북도 안동시 일직면 논들길 25 (일직면보건지소) 일직면보건지소,,1103834.69540703,1831279.98800906,37040350010001,경상북도_안동시_일직면
O,경상북도,안동시,임동면보건지소,안동시보건소,일반보건지소,054-822-4125,경상북도 안동시 임동면 챗거리길 49 (임동면보건지소) 임동면보건지소,,1127072.64780137,1842144.24448439,37040400010001,경상북도_안동시_임동면
O,경상북도,안동시,임하면보건지소,안동시보건소,일반보건지소,054-822-3108,경상북도 안동시 임하면 충효로 3248 (임하면 마을회관) 임하면보건지소,,1119253.67352021,1837084.12593417,37040380010002,경상북도_안동시_임하면
O,경상북도,안동시,풍천면보건지소,안동시보건소,일반보건지소,054-853-2639,경상북도 안동시 풍천면 지풍로 1465-4 (풍천면보건지소) 풍천면보건지소,,1090045.84878811,1840303.3250472,37040340020002,경상북도_안동시_풍천면
O,경상북도,구미시,인동구미보건지소,구미보건소,일반보건지소,054-480-4100,"경상북도 구미시 이계북로 149 (진평동, 진미동행정복지센터) 인동보건지소",,1082699.14648584,1790286.42054749,37050710010001,경상북도_구미시_진미동
O,경상북도,구미시,구미시고아읍보건지소,구미시선산보건소,일반보건지소,054-480-4172,"경상북도 구미시 고아읍 선산대로 980, 가동 (고아읍행정복지센터) 고아읍보건지소",,1074456.97007024,1801855.51103474,37050120050003,경상북도_구미시_고아읍
O,경상북도,구미시,도개면선산보건지소,구미시선산보건소,일반보건지소,054-480-4394,경상북도 구미시 도개면 궁기4길 15 (도개보건지소) 도개면보건지소,,1074391.88000675,1811898.43938605,37050330030001,경상북도_구미시_도개면
O,경상북도,구미시,무을면선산보건지소,구미시선산보건소,일반보건지소,054-480-4392,"경상북도 구미시 무을면 문화마을길 32, 1동 (무을보건지소) 무을면보건지소",,1062787.30968624,1807288.19483431,37050310010001,경상북도_구미시_무을면
O,경상북도,구미시,산동읍보건지소,구미시선산보건소,일반보건지소,054-480-4396,경상북도 구미시 산동읍 강동로 999-6 (산동읍보건지소) 산동읍보건지소,,1084303.17117313,1797175.73193202,37050130020003,경상북도_구미시_산동읍
O,경상북도,구미시,옥성면선산보건지소,구미시선산보건소,일반보건지소,054-480-4393,경상북도 구미시 옥성면 주아령로 411 (옥성종합복지회관) 옥성면보건지소,,1069907.43456202,1811197.89511212,37050320010001,경상북도_구미시_옥성면
O,경상북도,구미시,장천면선산보건지소,구미시선산보건소,일반보건지소,054-480-4397,경상북도 구미시 장천면 강동로 184 (장천면행정복지센터) 장천면보건지소,,1089544.31167157,1792552.70043352,37050360010005,경상북도_구미시_장천면
O,경상북도,구미시,해평면선산보건지소,구미시선산보건소,일반보건지소,054-480-4395,경상북도 구미시 해평면 숭선로 523-4 해평면보건지소,,1080272.52408837,1799885.45706595,37050340010008,경상북도_구미시_해평면
O,경상북도,영주시,문수면보건지소,영주시보건소,일반보건지소,054-637-2102,경상북도 영주시 문수면 문수로1363번길 35 (문수면사무소) 문수보건지소,,1100883.3731391,1864375.01593462,37060330020001,경상북도_영주시_문수면
O,경상북도,영주시,부석면보건지소,영주시보건소,일반보건지소,054-633-3242,경상북도 영주시 부석면 부석로 49 (부석면행정복지센터) 부석면보건지소,,1102751.52643734,1887373.80924719,37060390010003,경상북도_영주시_부석면
O,경상북도,영주시,순흥면보건지소,영주시보건소,일반보건지소,054-633-2044,경상북도 영주시 순흥면 순흥로 67 순흥면보건지소,,1095746.35551017,1880283.25913409,37060370020002,경상북도_영주시_순흥면
O,경상북도,영주시,단산면보건지소,영주시보건소,일반보건지소,054-633-5109,경상북도 영주시 단산면 옥대로 32 (단산면보건지소) .,,1099605.83084578,1884206.60626468,37060380010003,경상북도_영주시_단산면
O,경상북도,영주시,안정면보건지소,영주시보건소,일반보건지소,054-634-2909,경상북도 영주시 안정면 용주로 1416 (안정보건진료소) .,,1094170.0438687,1872468.11998466,37060350010001,경상북도_영주시_안정면
O,경상북도,영주시,이산면보건지소,영주시보건소,일반보건지소,054-637-2387,경상북도 영주시 이산면 이산로621번길 31 (이산면보건지소) .,,1106725.02471808,1871495.78040132,37060310010001,경상북도_영주시_이산면
O,경상북도,영주시,장수면보건지소,영주시보건소,일반보건지소,054-637-7042,경상북도 영주시 장수면 장수로 50 장수면보건지소,,1096277.60642635,1864646.33645908,37060340010001,경상북도_영주시_장수면
O,경상북도,영주시,평은면보건지소,영주시보건소,일반보건지소,054-637-4067,경상북도 영주시 평은면 신평로 29 (평은면행정복지센터) 평은면보건지소,,1106082.37602843,1862919.16883364,37060320020001,경상북도_영주시_평은면
O,경상북도,영주시,풍기읍보건지소,영주시보건소,일반보건지소,054-636-6503,경상북도 영주시 풍기읍 남원로 66 풍기읍보건지소,,1091564.42657661,1874817.63764565,37060110020009,경상북도_영주시_풍기읍
O,경상북도,영주시,봉현면보건지소,영주시보건소,일반보건지소,054-636-6502,경상북도 영주시 봉현면 오현로 27 (봉현면행정복지센터) 봉현면보건지소,,1091369.54438389,1874174.05658111,37060360010001,경상북도_영주시_봉현면
O,경상북도,영천시,금호읍보건지소,영천시보건소,일반보건지소,054-339-8300,경상북도 영천시 금호읍 교대8길 13 (금호보건지소) 금호보건지소,,1124350.68964292,1771733.25209115,37070110040005,경상북도_영천시_금호읍
O,경상북도,영천시,대창면보건지소,영천시보건소,일반보건지소,054-339-8392,경상북도 영천시 대창면 금박로 1057-7 대창보건지소,,1125925.07872609,1765249.01709819,37070400010006,경상북도_영천시_대창면
O,경상북도,영천시,북안면보건지소,영천시보건소,일반보건지소,054-339-8380,경상북도 영천시 북안면 운북로 2051 (북안보건지소) 북안보건지소,,1136008.92446477,1770312.21013245,37070390040002,경상북도_영천시_북안면
