장소명,도로명주소,위도,경도,수정일시,지번주소
돌카롱,제주특별자치도 제주시 용화로 58,33.5092626,126.5095574,2025-09-18 21:29,제주특별자치도 제주시 용담2동 626-8
오막집국수,제주특별자치도 제주시 연무정길 43-1,33.5188836,126.4980019,2025-09-18 12:49,제주특별자치도 제주시 용담2동 1145-3
학림,제주특별자치도 제주시 서광로 254,33.499565,126.5236038,2025-09-18 20:00,제주특별자치도 제주시 삼도1동 580-31
동진식당,제주특별자치도 제주시 서광로 254,33.5117306,126.5251683,2025-09-18 20:01,제주특별자치도 제주시 이도1동 1932-42
슬로우 트립,제주특별자치도 서귀포시 오조로80번길 47,33.4612227,126.9140952,2025-09-18 20:35,제주특별자치도 서귀포시 성산읍 오조리 2210
한국 SGI 제주한일우호연수원,제주특별자치도 서귀포시 남성로128번길 24,33.2406451,126.5563615,2025-09-18 15:46,제주특별자치도 서귀포시 천지동 731-3
김녕리수국길,,33.5510747,126.7522326,2025-09-18 18:02,제주특별자치도 제주시 구좌읍 김녕리 1771-1
애월더선셋(카페),제주특별자치도 제주시 김녕로14길 41 김녕교회,33.4574336,126.3089261,2025-09-18 18:04,제주특별자치도 제주시 애월읍 곽지리 1369-2
몽상드애월(카페),제주특별자치도 제주시 김녕로14길 41 김녕교회,33.4627502,126.3091009,2025-09-18 18:05,제주특별자치도 제주시 애월읍 애월리 2542-1
카멜리아힐,제주특별자치도 서귀포시 병악로 166,33.2895128,126.3706944,2025-09-18 18:06,제주특별자치도 서귀포시 안덕면 상창리 271
도두해수파크,제주특별자치도 제주시 서해안로 236 도두해수파크,33.5085189,126.4713617,2025-09-18 09:08,제주특별자치도 제주시 도두동 1729
용머리해안,제주특별자치도 제주시 금악동길 35,33.2302258,126.3151329,2025-09-18 09:17,제주특별자치도 서귀포시 안덕면 상창리 280
서귀포시청,제주특별자치도 제주시 금악동길 35,33.2527917,126.5599872,2025-09-18 09:25,제주특별자치도 서귀포시 천지동 301-12
쇠소깍,제주특별자치도 서귀포시 일주동로 8687 서귀포농협중앙지점,33.2507657,126.6252409,2025-09-18 09:34,대한민국
패밀리렌트카,제주특별자치도 제주시 다호3길 112,33.4970437,126.4800076,2025-09-18 11:30,제주특별자치도 제주시 도두동 1166
g-stay,,33.3831818,126.2503815,2025-09-18 21:42,제주특별자치도 제주시 한림읍 협재리 1043-1
제주사랑렌트카,제주특별자치도 제주시 연미길 103 제주사랑렌트카사무소,33.4857331,126.5023055,2025-09-18 11:18,제주특별자치도 제주시 연동 353-1
곽지해수욕장,제주특별자치도 제주시 애월해안로 272,33.4511221,126.305467,2025-09-18 20:10,제주특별자치도 제주시 애월읍 곽지리 1565
신화워터파크,제주특별자치도 제주시 애월해안로 272,33.3003397,126.310156,2025-09-18 20:13,제주특별자치도 서귀포시 안덕면 서광리 산36
쇠소깍,제주특별자치도 서귀포시 쇠소깍로 138,33.2518744,126.6225275,2025-09-18 11:14,제주특별자치도 서귀포시 효돈동 996-1
주상절리,제주특별자치도 서귀포시 쇠소깍로 138,33.2386143,126.4233148,2025-09-18 11:14,제주특별자치도 서귀포시 중문동
섭지코지,제주특별자치도 서귀포시 쇠소깍로 138,33.4196065,126.9357015,2025-09-18 11:14,대한민국
만장굴,제주특별자치도 서귀포시 쇠소깍로 138,33.525716,126.7679493,2025-09-18 11:14,제주특별자치도 제주시 구좌읍 월정리 산41-3
방주교회,제주특별자치도 서귀포시 안덕면 병악로 166,33.2950716,126.3624781,2025-09-18 11:21,제주특별자치도 서귀포시 안덕면 상창리 1042
용머리해안,제주특별자치도 서귀포시 안덕면 병악로 166,33.2298307,126.3186103,2025-09-18 11:21,제주특별자치도 서귀포시 안덕면 사계리
금호리조트,제주특별자치도 서귀포시 태위로 666 중앙수산,33.2777742,126.7100976,2025-09-18 11:23,제주특별자치도 서귀포시 남원읍 남원리 1431-5
틈새식당,제주특별자치도 서귀포시 천제연로207번길 4,33.2519296,126.4270044,2025-09-18 13:04,제주특별자치도 서귀포시 중문동 2007-1
공항,제주특별자치도 제주시 연사3길 9,33.4882328,126.5128902,2025-09-18 13:47,제주특별자치도 제주시 오라동 1365
제주부영리조트,제주특별자치도 서귀포시 영실로 492,33.242777,126.4254277,2025-09-18 10:58,제주특별자치도 서귀포시 중문동 2501
제주신화월드 워터파크,제주특별자치도 서귀포시 안덕면 화순서동로 347,33.3014657,126.3201802,2025-09-18 14:22,제주특별자치도 서귀포시 안덕면 서광리 산24-17
애월 카페거리,제주특별자치도 서귀포시 안덕면 화순서동로 347,33.4743177,126.3957591,2025-09-18 14:23,제주특별자치도 제주시 애월읍 하귀2리 2298-3
제주공항,제주특별자치도 제주시 삼무로1길 6,33.4920826,126.4934884,2025-09-18 17:16,제주특별자치도 제주시 연동 290-87
"금백조로,산록남로",제주특별자치도 서귀포시 노을해안로 512,33.2898912,126.5066757,2025-09-18 21:21,제주특별자치도 서귀포시 대천동 산30
도착,제주특별자치도 제주시 신대로 67,33.4978854,126.4830868,2025-09-18 00:06,제주특별자치도 제주시 도두동 1144-1
브라운스위트호텔,제주특별자치도 서귀포시 고성오조로 94 디아일랜드 마리나 호텔,33.4519236,126.9145384,2025-09-18 13:30,제주특별자치도 서귀포시 성산읍 고성리 1201
제주 기장횟집,제주특별자치도 서귀포시 안덕면 화순중앙로 103 제주가든,33.2425405,126.3361249,2025-09-18 23:28,제주특별자치도 서귀포시 안덕면 화순리 374-8
더퍼스트70 호텔,제주특별자치도 서귀포시 명동로 43-6,33.2479896,126.5664832,2025-09-18 13:58,제주특별자치도 서귀포시 정방동 202
자매국수,제주특별자치도 제주시 삼성로 67,33.5080941,126.5323364,2025-09-18 10:43,제주특별자치도 제주시 일도2동 1034-10
제주도 공항,제주특별자치도 제주시 공항로 2,33.5070337,126.4927541,2025-09-18 13:13,제주특별자치도 제주시 용담2동 2002
산방산,,33.2413936,126.3134304,2025-09-18 13:11,제주특별자치도 서귀포시 안덕면 사계리 산16
숙소,제주특별자치도 서귀포시 대한로88번길 86-10,33.2526227,126.2759237,2025-09-18 19:51,제주특별자치도 서귀포시 대정읍 보성리 1168
qq,,33.4962073,126.7712699,2025-09-18 19:25,제주특별자치도 제주시 구좌읍 덕천리 산48
dd,,33.4181133,126.5733354,2025-09-18 19:25,제주특별자치도 제주시 아라동 산15-1
용머리해안,제주특별자치도 제주시 조함해안로 525,33.2319537,126.3148519,2025-09-18 16:03,제주특별자치도 서귀포시 안덕면 사계리 112-3
우도,,33.4986826,126.9597555,2025-09-18 15:29,제주특별자치도 제주시 우도면 연평리 409-1
길 게스트하우스,제주특별자치도 서귀포시 안덕면 사계남로 181,33.2296046,126.3076563,2025-09-18 12:46,제주특별자치도 서귀포시 안덕면 사계리 2033
제주공항 도착,제주특별자치도 제주시 삼무로 14 HOTEL LEO,33.4896898,126.488293,2025-09-18 09:43,제주특별자치도 제주시 연동 261-25
애월 너와의첫여행카페,제주특별자치도 제주시 장소로 34,33.4493155,126.3840589,2025-09-18 16:01,제주특별자치도 제주시 애월읍 장전리 1113
낭만느림보하우스,제주특별자치도 서귀포시 서리오름로 191-14,33.2582693,126.6041024,2025-09-18 13:07,제주특별자치도 서귀포시 효돈동 1045-2
해올렛,제주특별자치도 제주시 용해로 50,33.5126751,126.502593,2025-09-18 22:34,제주특별자치도 제주시 용담2동 941-8
차귀도,,33.3090799,126.1646954,2025-09-18 12:07,제주특별자치도 제주시 한경면 고산리 3616-6
용머리해안,,33.2314931,126.3148963,2025-09-18 12:06,제주특별자치도 서귀포시 안덕면 사계리 112-3
오설록 티뮤지업 커피숍,,33.3045081,126.2889597,2025-09-18 12:08,제주특별자치도 서귀포시 안덕면 서광리 산51-5
제주시내,제주특별자치도 제주시 문연로 6,33.4888642,126.4982402,2025-09-18 17:42,제주특별자치도 제주시 연동 312-1
선녀탕(외돌개부근),제주특별자치도 서귀포시 일주동로 6337,33.2396654,126.5486914,2025-09-18 14:02,제주특별자치도 서귀포시 천지동
공항,제주특별자치도 제주시 신광로1길 27,33.4926477,126.4919938,2025-09-18 20:22,제주특별자치도 제주시 연동 280-41
유재덕의산양산삼해물라면,제주특별자치도 제주시 테우해안로 150,33.4970161,126.4496976,2025-09-18 14:06,제주특별자치도 제주시 이호동 1785
오션파크,,33.478281,126.908118,2025-09-18 15:55,제주특별자치도 서귀포시 성산읍 시흥리 2642-4
하도댁흑돼지두루치기,제주특별자치도 제주시 세화1길 25,33.5256709,126.8546074,2025-09-18 15:59,제주특별자치도 제주시 구좌읍 세화리 3645-3
칠돈가 중문점,,33.2878218,126.3499706,2025-09-18 22:35,제주특별자치도 서귀포시 안덕면 상창리 산61
마이도,제주특별자치도 제주시 비월남길 34,33.4790212,126.498988,2025-09-18 22:55,제주특별자치도 제주시 연동 493-1
공항,,33.5018596,126.4947533,2025-09-18 01:18,제주특별자치도 제주시 용담2동 1921
제주공항,제주특별자치도 제주시 공항로 2,33.5063529,126.493219,2025-09-18 13:17,제주특별자치도 제주시 용담2동 2002-7
퍼스트 70호텔,제주특별자치도 서귀포시 명동로 46 글램블루호텔,33.2469713,126.5667237,2025-09-18 13:18,제주특별자치도 서귀포시 정방동 182
하워드존슨호텔,제주특별자치도 제주시 삼무로 57,33.4900172,126.4926503,2025-09-18 13:33,제주특별자치도 제주시 연동 281-24
궷물오름,,33.3967737,126.4066762,2025-09-18 16:20,제주특별자치도 제주시 애월읍 유수암리 산136-6
w오션펜션,제주특별자치도 서귀포시 대포로 30,33.2469577,126.431578,2025-09-18 16:25,제주특별자치도 서귀포시 중문동 2606
더 클리프,제주특별자치도 서귀포시 중문관광로 154-17,33.2444227,126.4149313,2025-09-18 16:27,제주특별자치도 서귀포시 예래동 2950-4
올레안뜰(돈까스),제주특별자치도 서귀포시 법환로 24,33.2371379,126.5129082,2025-09-18 16:29,제주특별자치도 서귀포시 대륜동 229
크랩잭,제주특별자치도 제주시 애월해안로 765,33.4854159,126.3818089,2025-09-18 16:34,제주특별자치도 제주시 애월읍 구엄리 505
우편발송,제주특별자치도 제주시 동명7길 66,33.3958553,126.2702431,2025-09-18 23:34,제주특별자치도 제주시 한림읍 동명리 854-2
마니펜션솔밭점,,33.3973297,126.8461877,2025-09-18 13:19,제주특별자치도 서귀포시 성산읍 난산리 2445
오설록,제주특별자치도 서귀포시 동류암로 20,33.2991528,126.2902993,2025-09-18 13:46,제주특별자치도 서귀포시 안덕면 서광리 2489-32
미풍해장국,제주특별자치도 서귀포시 일출로 240,33.4604547,126.9316644,2025-09-18 13:36,제주특별자치도 서귀포시 성산읍 성산리 399-24
중산간도로,제주특별자치도 서귀포시 동류암로 20,33.2894093,126.5076399,2025-09-18 13:46,제주특별자치도 서귀포시 대천동 17
숙소,제주특별자치도 서귀포시 평화로 767 산바다ATV,33.3007244,126.3351574,2025-09-18 13:47,제주특별자치도 서귀포시 안덕면 동광리 1056
산방산,제주특별자치도 서귀포시 평화로 767 산바다ATV,33.2370985,126.3185784,2025-09-18 13:53,제주특별자치도 서귀포시 정방동
모슬포항,제주특별자치도 서귀포시 평화로 767 산바다ATV,33.2133878,126.2548619,2025-09-18 13:53,제주특별자치도 서귀포시 대정읍 하모리 662
협제해수욕장,제주특별자치도 제주시 한림로 300,33.3887933,126.2421548,2025-09-18 14:04,제주특별자치도 제주시 한림읍 협재리 2610-1
크랩잭,제주특별자치도 제주시 한림로 300,33.4860954,126.3822612,2025-09-18 14:08,제주특별자치도 제주시 애월읍 구엄리 461-2
용두암,제주특별자치도 제주시 서해안로 687-6,33.5156153,126.5118329,2025-09-18 14:10,제주특별자치도 제주시 용담2동 488
모모언니 바다간식,제주특별자치도 제주시 김녕로17길 28,33.5575473,126.7538894,2025-09-18 12:49,제주특별자치도 제주시 구좌읍 김녕리 1267-25
아쿠아플라넷,제주특별자치도 제주시 비자림로 2134-47 매이즈랜드,33.4320588,126.9284802,2025-09-18 13:04,제주특별자치도 서귀포시 성산읍 고성리 168
성산일출봉,제주특별자치도 제주시 비자림로 2134-47 매이즈랜드,33.4582796,126.9399352,2025-09-18 13:05,제주특별자치도 서귀포시 성산읍 성산리 78
자연사박물관,제주특별자치도 제주시 비자림로 2134-47 매이즈랜드,33.5048266,126.533794,2025-09-18 13:06,제주특별자치도 제주시 일도2동 889-2
마라도,제주특별자치도 제주시 한림로 337,33.1140193,126.2716658,2025-09-18 17:31,제주특별자치도 서귀포시 대정읍 가파리
산방산,제주특별자치도 제주시 명림로 584 절물휴양림,33.2142337,126.3310415,2025-09-18 17:34,대한민국
제주공항,,33.5055144,126.4930624,2025-09-18 17:58,제주특별자치도 제주시 용담2동 1462
조아렌트카,제주특별자치도 제주시 오일장중길 39,33.4963263,126.472184,2025-09-18 18:03,제주특별자치도 제주시 도두동 2248-1
제주속으로렌터카,제주특별자치도 제주시 용담로 124,33.5097638,126.5146176,2025-09-18 12:29,제주특별자치도 제주시 용담1동 231-7
한진렌터카,제주특별자치도 제주시 용문로 16,33.5048315,126.4980544,2025-09-18 02:49,제주특별자치도 제주시 용담2동 1524
제주공항,제주특별자치도 제주시 공항로 2 국제공항,33.5064601,126.492633,2025-09-18 12:43,제주특별자치도 제주시 용담2동 2002
제놀쉬,제주특별자치도 제주시 테우해안로 162,33.4967639,126.451252,2025-09-18 13:00,제주특별자치도 제주시 이호동 1707
제주국제공항,제주특별자치도 제주시 다호3길 11-1,33.5050214,126.4931664,2025-09-18 14:18,제주특별자치도 제주시 용담2동 1462
제주조각공원,제주특별자치도 서귀포시 안덕면 일주서로 1836,33.2544942,126.3227215,2025-09-18 14:21,제주특별자치도 서귀포시 안덕면 덕수리 산27
마리조아 중문점,제주특별자치도 서귀포시 이어도로 215,33.2415563,126.4430994,2025-09-18 16:29,제주특별자치도 서귀포시 중문동 2232-1
호텔 윈스토리,제주특별자치도 서귀포시 중정로 11 호텔 윈 스토리,33.2476977,126.5575947,2025-09-18 16:37,제주특별자치도 서귀포시 천지동 318-17
금백조로 입구,제주특별자치도 서귀포시 중정로 11 호텔 윈 스토리,33.4476348,126.7638947,2025-09-18 17:07,제주특별자치도 제주시 구좌읍 송당리 2234-3
취다선리조트,제주특별자치도 서귀포시 해맞이해안로 2688,33.4718315,126.9127168,2025-09-18 17:18,제주특별자치도 서귀포시 성산읍 오조리 398-10
가시아방국수,제주특별자치도 서귀포시 해맞이해안로 2688,33.4384028,126.9181132,2025-09-18 17:26,제주특별자치도 서귀포시 성산읍 고성리 528
도렐,제주특별자치도 서귀포시 동류암로 20,33.4496218,126.9180155,2025-09-18 17:38,제주특별자치도 서귀포시 성산읍 고성리 297-1
행사장,제주특별자치도 제주시 제주대학로 102 제주대학교,33.4570769,126.5623269,2025-09-18 11:39,제주특별자치도 제주시 아라동 1
하하호호,제주특별자치도 서귀포시 명동로 31,33.2475964,126.5653932,2025-09-18 21:55,제주특별자치도 서귀포시 정방동 408
제주공항,제주특별자치도 제주시 신광로6길 14 제원아파트,33.487957,126.4887139,2025-09-18 10:47,제주특별자치도 제주시 연동 261-44
쥬디스펜션,제주특별자치도 제주시 현사안길 40,33.4965843,126.4508075,2025-09-18 11:40,제주특별자치도 제주시 이호동 1709
썬하우스펜션,제주특별자치도 제주시 일주서로 5556 썬하우스,33.4231826,126.2784263,2025-09-18 11:58,제주특별자치도 제주시 한림읍 대림리 1403-2
제주김만복,제주특별자치도 서귀포시 호근서호로62번길 49,33.2331263,126.5055276,2025-09-18 17:40,제주특별자치도 서귀포시 대천동 702-3
까망돼지or칠돈가,제주특별자치도 서귀포시 중문관광로72번길 60 중문골프장,33.2553081,126.4105619,2025-09-18 17:43,제주특별자치도 서귀포시 예래동 2101
제주공항,,33.5058634,126.492726,2025-09-18 13:51,제주특별자치도 제주시 용담2동 1984-5
제주공항,제주특별자치도 제주시 신대로10길 29,33.5199849,126.5258995,2025-09-18 15:22,제주특별자치도 제주시 건입동
1,,33.492077,126.4927996,2025-09-18 08:58,제주특별자치도 제주시 연동 280
우도,제주특별자치도 서귀포시 성산등용로 130-19 수협직판장,33.5081257,126.9430024,2025-09-18 19:56,제주특별자치도 제주시 우도면 연평리
이마트,제주특별자치도 서귀포시 일주동로 9209 이마트서귀포점,33.2485033,126.5093885,2025-09-18 09:40,제주특별자치도 서귀포시 대륜동 841-2
일출랜드,제주특별자치도 서귀포시 일주동로 9209 이마트서귀포점,33.3830828,126.8432041,2025-09-18 09:54,제주특별자치도 서귀포시 성산읍 삼달리 1009
섭지코지,제주특별자치도 서귀포시 일주동로 9209 이마트서귀포점,33.4125604,126.9349287,2025-09-18 09:55,대한민국
용두암,제주특별자치도 제주시 서해안로 687-6,33.5156559,126.5119341,2025-09-18 09:59,제주특별자치도 제주시 용담2동 488
조아렌터카,제주특별자치도 제주시 오일장서길 63,33.4971153,126.4719771,2025-09-18 12:56,제주특별자치도 제주시 도두동 2246-1
항몽유적지,,33.4496958,126.4080783,2025-09-18 11:32,제주특별자치도 제주시 애월읍 상귀리 991
호텔시리우스,제주특별자치도 제주시 도령로 133,33.4933793,126.4912331,2025-09-18 11:43,제주특별자치도 제주시 연동 2334-4
조아렌터카,제주특별자치도 제주시 오일장서길 63,33.4971153,126.4719771,2025-09-18 12:56,제주특별자치도 제주시 도두동 2246-1
제주공항(11:50분도착),제주특별자치도 제주시 공항로 2,33.5069689,126.4928332,2025-09-18 13:22,제주특별자치도 제주시 용담2동 2002
협재해수욕장,,33.3943019,126.2398925,2025-09-18 14:27,제주특별자치도 제주시 한림읍 협재리 2034-2
천지연크리스탈호텔,제주특별자치도 서귀포시 솔동산로 40 천지연호텔,33.2418787,126.562436,2025-09-18 11:45,제주특별자치도 서귀포시 송산동 654-5
제주 조각 공원,제주특별자치도 서귀포시 일주서로 1836,33.2529164,126.322589,2025-09-18 12:49,제주특별자치도 서귀포시 안덕면 덕수리 산27
엠제이 호텔,제주특별자치도 제주시 신광로4길 16 MJ호스텔,33.4889741,126.4884545,2025-09-18 14:46,제주특별자치도 제주시 연동 261-67
고래의꿈,제주특별자치도 서귀포시 표선동서로 35-42,33.3900255,126.8756099,2025-09-18 18:30,제주특별자치도 서귀포시 성산읍 신산리 869-8
세계로식자재마트,제주특별자치도 제주시 금악동2길 25,33.4921779,126.4738131,2025-09-18 20:31,제주특별자치도 제주시 노형동 1236-7
복자씨연탄구이,제주특별자치도 제주시 오라로 41,33.4693648,126.9197915,2025-09-18 16:35,제주특별자치도 서귀포시 성산읍 오조리 368
함쉐프키친,제주특별자치도 서귀포시 대포중앙로 118,33.2408895,126.4312038,2025-09-18 15:34,제주특별자치도 서귀포시 중문동 1893
예그리나 펜션,제주특별자치도 제주시 곽지9길 45,33.449562,126.3057621,2025-09-18 02:25,제주특별자치도 제주시 애월읍 곽지리 1622-47
할리데이 카라반,제주특별자치도 제주시 곽지9길 45,33.3103415,126.279527,2025-09-18 02:29,제주특별자치도 제주시 한경면 저지리 산38-30
대포주상절리,,33.2391137,126.427018,2025-09-18 08:25,제주특별자치도 서귀포시 중문동 2755
제주공항,제주특별자치도 제주시 공항로 2,33.506395,126.4919421,2025-09-18 15:44,제주특별자치도 제주시 용담2동 2002
제주 절물자연휴양림,제주특별자치도 제주시 명림로 584 절물휴양림,33.4265791,126.6278385,2025-09-18 00:32,제주특별자치도 제주시 봉개동 산78-1
이호테 해수욕장,제주특별자치도 제주시 애월해안로 923,33.497166,126.452817,2025-09-18 14:06,제주특별자치도 제주시 이호동 1665-9
오설록 티뮤지엄,,33.3039499,126.2901153,2025-09-18 00:26,제주특별자치도 서귀포시 안덕면 서광리 산50-12
오렌지 호텔,제주특별자치도 서귀포시 태평로335번길 3,33.2471658,126.5573878,2025-09-18 09:01,제주특별자치도 서귀포시 천지동 317-7
제주공항,제주특별자치도 제주시 공항로 2,33.5068287,126.4927148,2025-09-18 12:49,제주특별자치도 제주시 용담2동 2002
베스트웨스턴 제주호텔,제주특별자치도 제주시 도령로 27 네이버후드,33.48782,126.4818913,2025-09-18 12:52,제주특별자치도 제주시 노형동 1295-16
제주공항,제주특별자치도 제주시 공항로 2,33.5064799,126.4928481,2025-09-18 16:11,제주특별자치도 제주시 용담2동 2002
제주국제공항,제주특별자치도 제주시 공항로 2,33.5069759,126.4928209,2025-09-18 13:25,제주특별자치도 제주시 용담2동 2002
도민상회_본점,제주특별자치도 제주시 한림로3길 8,33.4131879,126.2601049,2025-09-18 15:41,제주특별자치도 제주시 한림읍 한림리 1597
협재 칼국수,,33.4109633,126.2721786,2025-09-18 16:32,제주특별자치도 제주시 한림읍 한림리 724
제주 힐링타운 호텔,제주특별자치도 서귀포시 솔오름로105번길 24,33.2861486,126.5633724,2025-09-18 09:37,제주특별자치도 서귀포시 영천동 산30-13
성산일출봉,제주특별자치도 서귀포시 중산간동로 3283-16,33.4589472,126.9394139,2025-09-18 13:08,제주특별자치도 서귀포시 성산읍 성산리 78
제주민속오일시장,제주특별자치도 제주시 오일장서길 26,33.4969385,126.4752852,2025-09-18 13:30,제주특별자치도 제주시 도두동 1212
티라,,33.44367,126.9192802,2025-09-18 15:20,제주특별자치도 서귀포시 성산읍 고성리 370-5
수줍은언니네,제주특별자치도 서귀포시 안덕면 신화역사로682번길 42,33.3100952,126.3583993,2025-09-18 18:08,제주특별자치도 서귀포시 안덕면 동광리 5-154
교래자연휴양림,제주특별자치도 제주시 남조로 2023 교래자연휴양림,33.4384504,126.6615855,2025-09-18 13:49,제주특별자치도 제주시 조천읍 교래리 산119
모던 플레이스,제주특별자치도 서귀포시 상예로 262,33.2678869,126.3947585,2025-09-18 19:05,제주특별자치도 서귀포시 예래동 185-1
칠돈가,제주특별자치도 서귀포시 일주서로 873,33.2579514,126.4174931,2025-09-18 22:49,제주특별자치도 서귀포시 예래동 2353-1
우편발송,제주특별자치도 제주시 용문로 62,33.4901354,126.4471172,2025-09-18 23:24,제주특별자치도 제주시 외도동 898
제주또바기,제주특별자치도 제주시 조함해안로 514,33.5424626,126.6677072,2025-09-18 17:02,제주특별자치도 제주시 조천읍 함덕리 1004-17
개똥이네농장,제주특별자치도 제주시 종인내길 135,33.4947488,126.622742,2025-09-18 13:37,제주특별자치도 제주시 조천읍 와흘리 2160-1
물뜰에쉼팡,,33.4379414,126.2978725,2025-09-18 00:19,제주특별자치도 제주시 한림읍 귀덕리 724
우편발송,,33.4579516,126.4119759,2025-09-18 00:20,제주특별자치도 제주시 애월읍 고성리 1267-6
공항,제주특별자치도 제주시 남광로 33,33.5020996,126.492339,2025-09-18 20:52,제주특별자치도 제주시 용담2동 1935-7
제주원렌트카,제주특별자치도 제주시 용해로 58-7,33.5117999,126.5025183,2025-09-18 14:13,제주특별자치도 제주시 용담2동 920-6
숙소,제주특별자치도 제주시 옹포2길 36-1,33.3978441,126.2501868,2025-09-18 14:19,제주특별자치도 제주시 한림읍 협재리 1354-1
제주국제공항,제주특별자치도 제주시 공항로 2,33.5068786,126.4928313,2025-09-18 14:24,제주특별자치도 제주시 용담2동 2002
제주여객선터미널,,33.525013,126.5388859,2025-09-18 17:07,제주특별자치도 제주시 건입동
필로세돈까스,제주특별자치도 제주시 중앙로26길 2 동인스파월드빌,33.5059197,126.5248567,2025-09-18 20:44,제주특별자치도 제주시 삼도2동 1241-14
성산일출봉,,33.458785,126.9409164,2025-09-18 02:01,제주특별자치도 서귀포시 성산읍 성산리 1
제주탐라스테이 ,제주특별자치도 제주시 애월해안로 881,33.4869196,126.3911726,2025-09-18 17:27,제주특별자치도 제주시 애월읍 하귀2리 2732
라마다 앙코르 서귀포 호텔,제주특별자치도 서귀포시 서호중로 55,33.2543488,126.5191963,2025-09-18 17:53,제주특별자치도 서귀포시 대륜동 1524-7
쌍둥이횟집,제주특별자치도 서귀포시 중정로62번길 14 쌍둥이횟집,33.2465738,126.5629025,2025-09-18 19:04,제주특별자치도 서귀포시 정방동 496-18
제주맥주양조장,제주특별자치도 제주시 금능농공길 62-11,33.3584409,126.2410819,2025-09-18 19:12,제주특별자치도 제주시 한림읍 금능리 407-14
오름나그네,제주특별자치도 제주시 선교로 523,33.4592379,126.7121057,2025-09-18 19:31,제주특별자치도 제주시 조천읍 선흘리 470-1
오전열한시,제주특별자치도 서귀포시 상예로 248,33.2667124,126.3942561,2025-09-18 09:37,제주특별자치도 서귀포시 예래동 1765-1
안녕세화씨,제주특별자치도 제주시 세화3길 35,33.5265339,126.8562593,2025-09-18 09:39,제주특별자치도 제주시 구좌읍 세화리 3644-2
제이아일랜드카페,제주특별자치도 서귀포시 환해장성로 69,33.3787857,126.879725,2025-09-18 09:43,제주특별자치도 서귀포시 성산읍 신산리 421-1
제주신화월드 랜딩관,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,33.3061763,126.3144885,2025-09-18 16:15,제주특별자치도 서귀포시 안덕면 서광리 산35-16
소희네해산물천국,제주특별자치도 서귀포시 해맞이해안로 2752,33.4698424,126.9189166,2025-09-18 20:59,제주특별자치도 서귀포시 성산읍 오조리 369-1
제주국제공항,제주특별자치도 제주시 공항로 2,33.5075434,126.4927496,2025-09-18 16:13,제주특별자치도 제주시 용담2동 2002
홍돈,제주특별자치도 제주시 한림로3길 10-12,33.4139794,126.2609106,2025-09-18 20:25,제주특별자치도 제주시 한림읍 한림리 1590-1
제주 라프,제주특별자치도 제주시 선교로 120-7,33.487967,126.7068684,2025-09-18 00:33,제주특별자치도 제주시 조천읍 선흘리 1659
옛날옛적,제주특별자치도 서귀포시 일주동로 4660,33.4142493,126.900042,2025-09-18 17:34,제주특별자치도 서귀포시 성산읍 온평리 486-1
제주랜드,,33.4123872,126.833004,2025-09-18 21:30,제주특별자치도 서귀포시 성산읍 난산리 2803-3
연화지,,33.4546072,126.3473558,2025-09-18 21:40,제주특별자치도 제주시 애월읍 하가리 1569-2
김녕해녀촌,제주특별자치도 제주시 김녕로21길 25,33.5581148,126.7550334,2025-09-18 12:34,제주특별자치도 제주시 구좌읍 김녕리 1270-3
쪼글락 카페,제주특별자치도 제주시 김녕로21길 21,33.5577687,126.7552995,2025-09-18 12:40,제주특별자치도 제주시 구좌읍 김녕리 1223-20
손맛촌 갈치조림,제주특별자치도 제주시 비자림로 661,33.4372755,126.6774517,2025-09-18 13:01,제주특별자치도 제주시 조천읍 교래리 534
워터서커스,제주특별자치도 제주시 번영로 2172-80 제주아트랜드,33.4242308,126.7434361,2025-09-18 18:30,제주특별자치도 제주시 구좌읍 송당리 2764-1
해조대펜션,,33.3696133,126.2355487,2025-09-18 16:02,제주특별자치도 제주시 한림읍 월령리 14
협재칼국수,제주특별자치도 제주시 협재로 3,33.3967507,126.2445174,2025-09-18 19:24,제주특별자치도 제주시 한림읍 협재리 1908-2
호림식당,제주특별자치도 서귀포시 칠십리로 56,33.2392677,126.5643907,2025-09-18 21:04,제주특별자치도 서귀포시 송산동 673-5
드림교회,제주특별자치도 제주시 화전길 82 아덴힐CC,33.3065961,126.3459717,2025-09-18 21:15,제주특별자치도 서귀포시 안덕면 동광리 771
도민상회,제주특별자치도 제주시 행원로1길 32-1,33.5548976,126.8000703,2025-09-18 15:27,제주특별자치도 제주시 구좌읍 행원리 1537-19
알루하우스,제주특별자치도 서귀포시 혼인지로37번길 23-9,33.4128566,126.8940762,2025-09-18 16:23,제주특별자치도 서귀포시 성산읍 온평리 1616-3
대표장소 숙소,제주특별자치도 서귀포시 솔오름로 126,33.284077,126.5659854,2025-09-18 21:22,제주특별자치도 서귀포시 영천동 2975-12
렌트카,,33.5174719,126.496247,2025-09-18 16:34,제주특별자치도 제주시 용담2동 1181-4
제주연안여객터미널,제주특별자치도 제주시 임항로 111 제주항연안여객터미널,33.5194782,126.5350065,2025-09-18 16:27,제주특별자치도 제주시 건입동 918-30
야자수회관,제주특별자치도 서귀포시 난산온평로121번길 19,33.4028716,126.8872183,2025-09-18 16:32,제주특별자치도 서귀포시 성산읍 온평리 2461-2
